appid;recommendationid;original_review;error
105600;1857998;"This game is the bomb!  It's so addictive.  It has a lot of similarities to Minecraft but it's so much better.  Items are persistant cross server and single player, so you can really build up a wealth.  Unlike MC, when you die, you don't pop and lose your whole life's work.  Definitely better with friends.  I'm hooked.  Think Super Mario World + Zelda: Link to the Past + Minecraft + originality.  That's this game.  5/5

EDIT 2021:  This game still keeps getting better.  I know they're ""done"" updating it but they've said that before and they still kept going.  This is one of the best games on Steam right now, and has been for years and years!  Highly suggest anyone who likes gathering and loot and exploration games to pick this one up.";
105600;1188651;WOOOOOOOOOOOOOOOO;
105600;825042;This game is what minecraft could have been if minecraft actually was good. worth 10 euro easily.;
105600;3146118;This is some exceptionally crafted agua.;json_decode
105600;2090914;"awesome and for such a cheap price!
";
105600;3431553;"I am blocked on Terraria facebook page, for no reason, because I never really interacted much with it, like can't comment or interact and at first I though was a bug and forgot about it but It's 2022 and I have Terraria since 2011 or before something?  And I just realized it is Still there!!!!! It's ridiculous, I wanted to recommend this game, but with a developers that do this kind of thing won't have my support until this is fixed. 

edit: changed the year, I wrote this in 2020 and its already 2022, still not fixed";
105600;2847403;Get it now,;
105600;1223666;You don't need no recommendation... GET IT!;
105600;705748;This is a great game and really worth the 9.99 its like minecraft but simpler and alot more fighing.;
105600;3658264;A pretty fricken sweet side scrolling RPG... If you like minecraft youl love this!;
105600;2658685;Just buy this game already. It might be more epic then Minecraft.;
105600;3703513;Terraria is a flippen awesome game i bought the game on monday and i have played 20 hours already :D Really good buy for £6.00;
105600;2402683;fun game, like minecraft but lots more things to build and more badies to fight. Good for rainy day;
105600;1001395;terraria reall god pleas i hab no fren i wan framd to plas gams with;
105600;557429;"This game is much more than the ""minecraft 2d"" it is called. With a great amount of adventure and action, Terraria is more of a explorer-platformer than the building-centered world MC is.";
105600;1520379;An excellent combination of exploration, adventure, and RPG elements. Random level generation guarantees a decent amount of replay ability (that and the lack of any linear gameplay or story). Though possible, there's little need to make multiple characters. The same character (and all its equipment) can be used from any one single or multiplayer map to the next. The fun gameplay is only magnified by solid multiplayer. If you've got at least one friend to play with, then this game is worth the $10.;
105600;3926047;"WHY IS THIS SO ADDICTING!?

Edit: changed my mind its not that addicting but just okay
Edit 2:Change my mind kinda addicting not sure how good of a game it is though.";
105600;3665946;Do It!!!;
105600;4701530;This is one of the best games I've ever played.... And NO PEOPLE NOT A RIPOFF OF MINECRAFT!;
105600;246531;Amazing.;
105600;1091837;"Minecraft + Super Metroid + a bit of Suikoden = Awesomeness

It's a bit rough around the edges but even this early release is fantastic and well worth your time.";
105600;456325;Cool game.;
105600;4794275;It's pretty good.;
105600;3255708;A very good platform game :D definitely should get it !;
105600;1337196;Just awesome. At first it feels a bit like a Minecraft ripoff in 2D, but it really isn't. The main focus of the game is much more about exploring and fighting, there are much more items and enemies, fighting feels much better and not just like slash slash slash... absolutely recommended!;
105600;985019;awesome;
105600;1605531;this is not a real game do not buy this!!!!;
105600;2256378;"The game is an interesting blend of old school snes rpgs and minecraft. I was a little wary of this, but I ended up giving the game a shot. I am not disappointed.

The controls are intuitive and the environments are lush. I found myself 2 hours later with a castle and a full suit of armor fighting off demon eyes and zombies from one of the towers. I can't recommend this game enough if you've a fan of sandbox games or free range rpgs.";
105600;1279695;"This is a pretty cool sandbox game (it also has LAN multiplayer, which you can set up with Hamachi or Tunngle).

If you have played Minecraft then this is a 2D version; except your safer above ground than below ground.  The collecting resources and crafting is similar to Minecraft as well but what makes the game cool is the fact that it looks like a side-scroller.";
105600;1895747;YOU MUST BUY THIS GAME BEFORE I FORCE YOU TO;
105600;2112332;"Day 1: 17 hours straight.
5 hours sleep
Day 2: immediately 12 hours straight.

No food, no toilet breaks.";json_decode
105600;391695;A great indie game.  Kind of like a 2D Minecraft but it's a lot more about exploration, action, and finding cool items, rather then building stuff.  I played for almost 5 hours straight.  Well worth $10.  Buy it.  9/10;
105600;4303225;"""An excellent game"" - Chef Excellence";json_decode
105600;546235;"Absolutely amazing
";
105600;2356153;"this is literally the most overated game on steam


just saying";
105600;2058566;Probably one of the best games I've ever bought on Steam. Bought it years ago and can still think of that money as being well spent.;
105600;3335433;Contrary to popular beleif, it is not 2d minecraft, but actually Castlevaniacraft.;
105600;1573554;Just like minecraft, it takes a bit to get your bearings. After you start figuring things out though, it's pretty fun. Worth $10.;
105600;1828760;Awesome game! It's like if Minecraft was a side scroller with 200x the content!;
105600;1321008;Its funny, and addictive :);
105600;4081977;Get its fun and ****ing challenging;
105600;1309977;One of the best viral marketing simulators I've ever played.;
105600;2737808;Very good, addicting game. 9/10;
105600;1840926;Mew mew!!!  HAIL MEW!!  Feline Bluid THINGS!!;
105600;1471762;this game is TEH Shit!!!;
105600;1172769;This game is the most fun you'll have for the fairest price available. Surpassing minecraft, portal 2 and other popular games in sales, and near infinite replayability... Seriously what else do you want. get this.;
105600;1361436;Just buy it. lol;
105600;2020811;"I prefer this mining game over Minecraft because of the old-school feeling from the sidescrolling and retro graphics.  Also there are some crazy items you can craft and obtain from loot; such as a musket, laser sword, rocket-boots, or a  grappling hook!  It's fun builiding towers and fortresses to keep the enemies away at night and your fellow NPC's in.     This game is a load of fun online or alone,  the random world generator always creates a huge environment that will keep you playing.  If charm, adventure, action, crafting, digging, and building are flavors you like in your games, then this is a no-brainer!  Buy it!    -This game is promised to get many updates over time so stick around.";
105600;321604;"I really love this game. A lot like minecraft, except that it has been completed. There will still be future updates that will be free.

Update:
They've added a lot of new content, more than I had thought they would. Including wings, social armor slots, claws for digging, mining tools better than drills, you can now select to dig in the style of tunnels so you can walk through them - without moving your mouse up and down. New blocks, including clouds and clouds that rain.";
105600;3967832;While this game has lost it's flare for me since release (which is to be expected), it is a great game for new or returning players. Some new updates have come out but as of recently none have come out. I played it avadly when first released but as time went on less and less time was spent playing it. Just like it's 3d likness Minecraft the gameplay can get repetive and boring when played for too long. Worth the money though, just split up your time playing and you'll never get board.;
105600;1861859;2D Minecraft but with action rpg elements like loot, gear and lots of different monsters. Great game for multiplayer!;
105600;3638375;Pretty Amazing if you like Minecraft. NOT A CLONE;
105600;915485;Terraria is essentially a 2d minecraft with emphasis on combat and adventuring rather than building.  The building aspect is still there, but the amount of unique items, weapons, etc that can be found by exploring and killing monsters makes fighting more fun than building.  Building is still in the game, and you are actually rewarded for constructing buildings as NPCs will move in who sell different items.  The combat and fighting are very similar to many old school side scrolling games like metroid or contra which is pretty sweet.  Eventually as you dig deeper the enemies get stronger and boss monsters appear, which of course means better items for you.  If you like minecraft, but don't liike how there wasn't really any reward for going out and exploring and fighting, i would give this game a try.;
105600;2871640;For those who like their salad with croutons.;
105600;1052382;"Lets get this out of the way: Yes, its like minecraft. That's not a bad thing. Especially becuase this game is different enough to stand on its own merits.

The 2D is a pretty cool take on mining and building, and the multiplayer is a blast and a bit more functional than Minecraft even. Add in the planned post-launch feature updates the devs have mentioned and I'd say this is worth the price of admission.";
105600;4518352;The easy way to describe this game is Minecraft in 2D. But apart from missing a dimension it has a lot different. Boss battles, loot, artifact items that give you powers e.g. double jump, but most importantly is the crafting! This game has more items in it, in the 4 months it took to develop it than Minecraft has in the 2 years!;
105600;2382889;if you like minecraft you will love this try it out!;
105600;3348492;If you like Minecraft, you'll love Terraria. If you don't like Minecraft, you'll STILL probably like Terraria. You can build your own mansion, or a hut to get by with. Mine materials to get better items... Or find magical goodies in chests. You can fight awesome bosses. There's a little something for everyone. You may have heard of it as a Minecraft rip-off... It's far from it, trust me. For one, there's thousands of more things to do. You can also play multiplayer with your friends, for even more fun. Anyhow... I'd easily give this game an... To be completely honest, 10/10, a score I'd rarely give.;
105600;1658305;This game is epic! The single player is cool but multiplayer is where this game shines. Tell your friends about this and if they refuse to play, force them to!;
105600;2574649;Terraria ftw. that's all i really need to say.;
105600;396950;"I played this game for 13 hours straight the day it was released.  
.... I PLAYED THIS GAME FOR 13 HOURS STRAIGHT ON  ITS RELEASED DAY. D:

Seriously. It's like minecraft, but A BETTER GAME. You should buy it. You should buy it now.

...unless you like having free time ;U";
105600;58541;Awesomely amazing adventure build your own house, survive and explore while upgrading equipment kind of game. Love it!;
105600;2893016;2D Minecraft with lots of more content (and fun).;
105600;82358;Fantastic game if you like digging and discovering hidden treasures, or even something as simple as an iron deposit. Fun and enjoyable little game. I didn't even like Minecraft, but having a blast here. This game places more of an emphasis on digging and crafting, and not much on building. This is a good thing. Probably the most surprising game of the year so far.;
105600;2590422;"This is insane fun. Shades of Minecraft but very user-focused and more loot-based. My favourite feature is the portability, you can use any character you have or create on any map you have or create. Friends can join etc in any combination too.

I even have a Vault world!";
105600;4355885;I have had this game since day one and it still receives free updates, I find myself coming back to this game time and time again;
105600;1754343;"I can only recommend this game..
If u like Minecraft.. u will surely like this too ^^";
105600;1833026;awesome, this is like minecraft meets zelda in 2D;
105600;2930971;The most fun you can have with 2 sticks and a rock.;
105600;2625622;this game is so good that it cured any disease that i have, i may get in the future and it cured all diseases that may manifest themselves in the future.;
105600;214004;AWESOME;
105600;4791568;Just look at hours. Judge for yourself Pogchamp;
105600;1019177;"After playing the game on and off for the last 4 years, I think Terraria deserves an actual review from me.

When I first heard of this game, it wasn't long after I really got into Minecraft. So, after a friend convinced me to check it out, I bought a 4 pack to play with friends. I was really hyped and thought it would be just like Minecraft and in some ways, it's quite similar.

What I like most about Terraria is how it's more combat focused. You have a huge variety of weapons, accessories (almost every accessory is different than the last. From your simple ones to help restore health and mana quicker, to ones that let you double jump, or to warp to your spawn point, the list goes on and on) and even armor, with a lot of vanity items. I like how the tiers actually make you feel like you're progressing in the game, instead of it simply being easier. As soon as you 'unlock' the next tier, it usually comes with harder enemies and bosses to keep the game challenging and fresh. (besides tiers below gold/platinum, but to be fair, without gold/platinum tiered items, the beginning enemies are still a challenge) 

While there isn't much reason to build anything other than a mansion/village for the pretty big amount of NPCs that can and will move in, you still have that option to be creative. The biomes are different enough that, even though your world isn't ""infinite"", you'll still have a blast exploring your entire world. Once you unlock hard-mode, you get additional biomes and every current biome will have harder enemies. Thankfully, usually only at night or underground.

So, if you have somehow avoided this game after it has been out for 4 years, I definitely think you should pick this gem up, with how cheap it is and how often the game goes on sale, (I think it's safe to say at least 3 times a year) I think it's okay to assume you won't be disappointed.

One last thing, the game does have PvP and even a game-mode designed for it... However I've never played PvP and can't say how it is.";
105600;859473;So full of imaginaaation! I fully recommend this to all and everyone that like to build from their own mind, or just slash the heck out of giant skeletons and wurms!;
105600;4419521;Once you get the hang of it, which takes a good hour, this is uber addictive. The first time I played it, i played it for 6 hours straight. I never play anything longer than 2 hours in one sitting. Impressive!;
105600;46512;Build giant, sprawling kingdom underground, then accidently flood it by mining into an underground lake. Just like MineCraft, but in 2d!;
105600;1215776;it's alright;
105600;3058128;마인크래프트와 비슷하다 하다 하지만 그와 다른  매력이 추가 되어있는 게임! 멀티로 여러 사람과 즐긴다면 재미는 배로!;
105600;3962264;Its like Minecraft, Super Metroid, and Zelda in one package. That means its awesome.;
105600;1987127;An awesome throwback to the 16-bit era and a triumph in game design. MASSIVE amount of replay value. Fun in single or multiplayer since you can actually host a server with any world you've made.;
105600;655384;"tl:dr Version: Excellent price point, tons of value, and addictive as hell.  Buy. BUY. BUYYYYYY!

After clocking well over 200 hours, Terraria stands out in my collection as the most played game I have on Steam.  The vast amount of content and exploration keeps me engaged, and the huge updates continue to evolve the game from its humble 2d minecraft-like experience into a rich adventure that is just as fun solo as it is with your friends.";
105600;1342607;Started playing, Looked at the clock, 5 hours had passed. Buy it...now;
105600;3579760;"This is a fun game that doesn't have a whole wack of replayability but I really, really enjoyed.

This is kind of the ""everyone owns this game"" game so if you don't own it you should buy it, it's really quite fun.";
105600;527668;"Sidescrolling Minecraft meets The Legend Of Metroid. Really fun, and very addicting! Net coding could really use work though, as lag is a big issue, even when the other players are nearby. Hopefully that will be fixed in later patches though.

Come join in on the fun!";
105600;2860207;Great Game. Like Minecraft only with a 2d- Platformer feel with emphasis on combat.;
105600;2892246;If you love Minecraft, you will love this game! You're able to build, just like Minecraft! You're able to fight, and its a ton better than Minecraft's combat! I think I finally found a game that can rival Minecraft for my favorite game! Also, its only 10 bucks, definately a steal!;
105600;729896;BUY THIS ITS AWESOME!!!;
105600;845873;This is an excellent game with a lot of things to craft and many monsters to fight. And if that isn't enough it spruces things up even more with boss battles! Definitely a must buy!;
105600;2825035;its very addictive and extremly fun;
105600;25530;Terraria is a 2D side scrolling game which is simular to minecraft in that you can build structures, but the game focuses more on cool weapons and items. The world has a number of different areas, ranging from forested areas to full out hellish lava areas underground. There are a number of different NPCs, and even boss NPCs. If you are into sandbox games, then I suggest you check it out.;
105600;4795052;"Very awesome game! 

chiming in from 2019, got to say this game still holds strong for me. So much so, I have nominated it for the labor of love in honor of its soon-to-be final update.";
105600;4324697;amazin. :);
105600;1572217;"This is a great game.

You'd think it's a 2D Minecraft - and I did too when I first started playing it. But the more you play, the more you realize it's less about building and more about exploring the gigantic caves (Makes Minecraft caves look incredibly small) and fighting off monsters. It's more about building up your character, getting bigger and better weapons, armor, ect, because you can use the same character in different singleplayer worlds and different multiplayer servers.

It's like Castlevania, Metroid, and other platformers with a bit of Minecraft in it. All in all a great game. You should buy it.";
105600;1945909;minecraft but 2d;
105600;4024171;I have to make the comparison to minecraft because most have either played it or have heard of it. This game is in a way like a 2D minecraft in the fact that you can use a pick to dig and an axe to cut trees. You can also find similarities in  the resources you find. This is really where it stops being a 2D minecraft clone and starts to become its own game. Where minecraft focuses heavily on building and collecting esources, terraria focuses on surviving and exploring. The mobs in terraria are relentless and will hunt you down. There are many types of mobs as well, not just a handful. There are cave systems in terraria similar to minecraft but you can find A LOT more stuff such as mobs, powerups to your character, and much better resources. The crafting in the game is large as well. You start with the basics and then you must work your way to the better items.There are tons of more things but I have reached the limit. PM me for more. Basically get the game it is cheap and worth it.;
105600;3225605;OMG i am in love exactly how i thought it would be just what i needed to speend my time on :);
105600;1429803;Like a 2-D version of mincraft, Simple & complex at the same time. Dig, build, forge, craft. watch out when it turns night time cause monsters are on the attack. also has alot of rare items and weapons and even bosses.;
105600;2616787;"Seriously guys, it's the best.

Edit: Years later, this game still feels great and worth returning to.";
105600;399780;"The most adorable little giant game you'd ever play ;)";
105600;907799;It's fun, it's cheap, but only for the first week!;
105600;3430789;"One of the most creative games you'll ever come across.. ever.  Endless of hours will be spent playing this game. I really recommend this game, even if you don't have anyone to play with. The music itself and the artwork is just so amazing,

After the last update; Journeys End. This game is all I ever wanted it to be and so much more! It's a whole new game (again) and I cannot wait to sink me teeth into all the goodies they have in stored for us.

I appreciate the hard work that went in to making this awesome game!";
105600;838326;"In my honest opinion, this game beats Minecraft. There are more items and things to do than Minecraft, and cheaper too.

These Devs did a great job.
I recommend a purchase right away.
10/10
";
105600;2137916;IT IS AWESOME!!!;
105600;1683288;GREAT game! I played the alpha and I literately was glued to my computer.. couldn't stop playing, even to use the bathroom. LOL.;
105600;2584571;If you like Minecraft you'll like this. Its like Minecraft but theres more to do =). Definately worth 6 quid!;
105600;1234707;"Well worth buying!
If you enjoyed minecraft then you will probably love this. Some people may be put off by it being a 2D sidescroller but that doesn't matter, there's so many features and items in this game that you can have fun playing for hours!

Fight bosses complete quests, earn rewards. Better get a house built or you could be raided by an army or attacked by zombies at night!

In a rating perspective I would give this game 8.5/10 along with the developers claiming to release massive updates weekly I can't wait to see the features of this game. I would even pay double the price for this.";
105600;771245;"There are worms that sound like Choo-Choo trains and they try to eat you like the worms from Tremors.
2d Survival Horror.";
105600;1430623;Terraria is the most epic 2D experience you may have in ages!;
105600;1358099;Just fucking buy it.;json_decode
105600;4502781;Cool :P;
105600;906555;awesome 2d minecraft style. i'd say thats even funnier than minecraft due to the ammount of things that  can be done in comparison to minecraft, not to mention the multiplayer max. players capacity per game.;
105600;224572;It's like a combination of Clonk, Minecraft, and Castlevania. In other words, it's probably the best 10$ you will spend until the next Magicka game.;
105600;160954;It's like Minecraft, except that it's in 2D and has a developer that isn't an asshole.;
105600;3029327;comprei so para falar que tenho, nem vou jogar;
105600;2010460;This game looks amazing! Glad it's finally here! :D Terraria FTW;
