appid;recommendationid;aspect;labels
105600;4518352;extensive crafting system;Innovation
105600;3348492;build own structures;Gameplay
105600;3348492;build own structures;Innovation
105600;3348492;mine materials to get better items;Gameplay
105600;3348492;mine materials to get better items;Innovation
105600;3348492;find magical goodies in chests;Gameplay
105600;3348492;find magical goodies in chests;Story
105600;3348492;fight awesome bosses;Gameplay
105600;3348492;many activities to do;Gameplay
105600;3348492;multiplayer with friends;Multiplayer
105600;3348492;multiplayer with friends;Gameplay
105600;1658305;exciting single-player mode;Gameplay
105600;1658305;exciting single-player mode;Story
105600;1658305;great multiplayer;Multiplayer
105600;2574649;enjoyable gameplay;Gameplay
105600;396950;addictive gameplay;Gameplay
105600;58541;adventure gameplay;Gameplay
105600;58541;building houses;Gameplay
105600;58541;building houses;Innovation
105600;58541;survival elements;Gameplay
105600;58541;exploring the world;Gameplay
105600;58541;upgrading equipment;Gameplay
105600;2893016;more content than 2D Minecraft;Other
105600;2893016;fun gameplay;Gameplay
105600;82358;fun and enjoyable gameplay;Gameplay
105600;82358;emphasis on digging and crafting;Gameplay
105600;82358;emphasis on digging and crafting;Innovation
105600;82358;discovering hidden treasures;Gameplay
105600;82358;discovering hidden treasures;Story
105600;2590422;insane fun;Other
105600;2590422;user-focused gameplay;Gameplay
105600;2590422;loot-based mechanics;Gameplay
105600;2590422;loot-based mechanics;Innovation
105600;2590422;portability of characters and maps;Other
105600;2590422;multiplayer with friends;Multiplayer
105600;2590422;multiplayer with friends;Gameplay
105600;4355885;free updates;Updates
105600;4355885;replayability;Gameplay
105600;1754343;similar to Minecraft;Other
105600;1833026;minecraft-like gameplay;Gameplay
105600;1833026;minecraft-like gameplay;Innovation
105600;1833026;zelda-like adventure;Gameplay
105600;1833026;zelda-like adventure;Story
105600;2930971;fun gameplay;Gameplay
105600;2625622;cures current and future diseases;Other
105600;214004;engaging new story content;Story
105600;214004;engaging new story content;Updates
105600;214004;improved visuals;Graphics
105600;214004;improved visuals;Updates
105600;1019177;combat-focused gameplay;Gameplay
105600;1019177;variety of weapons and accessories;Gameplay
105600;1019177;progression through item tiers;Gameplay
105600;1019177;challenging enemies and bosses;Gameplay
105600;1019177;creative building options;Gameplay
105600;1019177;creative building options;Innovation
105600;1019177;unique biomes to explore;Gameplay
105600;1019177;unique biomes to explore;Story
105600;1019177;hard mode with additional challenges;Gameplay
105600;1019177;hard mode with additional challenges;Innovation
105600;859473;creative building;Gameplay
105600;859473;creative building;Innovation
105600;859473;fun combat;Gameplay
105600;4419521;highly addictive gameplay;Gameplay
105600;4419521;long play sessions;Gameplay
105600;46512;giant underground kingdoms;Story
105600;46512;giant underground kingdoms;Graphics
105600;46512;2D gameplay;Gameplay
105600;1215776;engaging story;Story
105600;1215776;gorgeous art style;Graphics
105600;1215776;vast world full of secrets;Gameplay
105600;1215776;vast world full of secrets;Story
105600;1215776;fun multiplayer;Multiplayer
105600;1215776;fun multiplayer;Gameplay
105600;3058128;unique charm;Innovation
105600;3058128;unique charm;Story
105600;3058128;fun with multiplayer;Multiplayer
105600;3058128;fun with multiplayer;Gameplay
105600;3962264;Minecraft-like gameplay;Gameplay
105600;3962264;Minecraft-like gameplay;Innovation
105600;3962264;Super Metroid-like exploration;Gameplay
105600;3962264;Super Metroid-like exploration;Innovation
105600;3962264;Zelda-like adventure;Gameplay
105600;3962264;Zelda-like adventure;Story
105600;1987127;throwback to 16-bit era;Graphics
105600;1987127;throwback to 16-bit era;Innovation
105600;1987127;excellent game design;Gameplay
105600;1987127;excellent game design;Innovation
105600;1987127;high replayability;Gameplay
105600;1987127;fun in both single and multiplayer;Gameplay
105600;1987127;fun in both single and multiplayer;Multiplayer
105600;655384;excellent price point;Price
105600;655384;tons of content;Other
105600;655384;addictive gameplay;Gameplay
105600;655384;fun solo and multiplayer;Multiplayer
105600;655384;fun solo and multiplayer;Gameplay
105600;1342607;addictive gameplay;Gameplay
105600;3579760;fun gameplay;Gameplay
105600;527668;fun gameplay;Gameplay
105600;527668;addictive;Other
105600;2860207;Minecraft-like gameplay;Gameplay
105600;2860207;Minecraft-like gameplay;Innovation
105600;2860207;2D platformer feel;Gameplay
105600;2860207;2D platformer feel;Innovation
105600;2860207;emphasis on combat;Gameplay
105600;2892246;Minecraft-like building;Gameplay
105600;2892246;Minecraft-like building;Innovation
105600;2892246;better combat than Minecraft;Gameplay
105600;2892246;affordable price;Price
105600;845873;many things to craft;Gameplay
105600;845873;many things to craft;Innovation
105600;845873;variety of monsters to fight;Gameplay
105600;845873;variety of monsters to fight;Story
105600;845873;exciting boss battles;Gameplay
105600;2825035;addictive gameplay;Gameplay
105600;2825035;fun experience;Other
105600;25530;similarity to Minecraft;Other
105600;25530;building structures;Gameplay
105600;25530;building structures;Innovation
105600;25530;cool weapons and items;Gameplay
105600;25530;cool weapons and items;Innovation
105600;25530;variety of areas;Gameplay
105600;25530;variety of areas;Story
105600;25530;interesting NPCs;Story
105600;4795052;enjoyable gameplay;Gameplay
105600;4795052;worth nominating;Other
105600;1572217;gigantic caves;Gameplay
105600;1572217;gigantic caves;Story
105600;1572217;character progression;Gameplay
105600;1572217;character progression;Story
105600;1572217;persistent character across worlds;Innovation
105600;1572217;persistent character across worlds;Gameplay
105600;1572217;fun combat;Gameplay
105600;1945909;engaging story;Story
105600;1945909;interesting characters;Story
105600;1945909;beautiful world design;Story
105600;1945909;beautiful world design;Graphics
105600;1945909;stunning landscapes;Graphics
105600;1945909;diverse biomes;Story
105600;1945909;diverse biomes;Gameplay
105600;1945909;challenging puzzles;Gameplay
105600;4024171;unique gameplay focus on surviving and exploring;Gameplay
105600;4024171;unique gameplay focus on surviving and exploring;Innovation
105600;4024171;variety of mobs;Gameplay
105600;4024171;rich cave systems with better resources;Gameplay
105600;4024171;rich cave systems with better resources;Story
105600;4024171;extensive crafting system;Gameplay
105600;3225605;enjoyable gameplay;Gameplay
105600;3225605;met expectations;Other
105600;1429803;simple yet complex gameplay;Gameplay
105600;1429803;digging, building, forging, and crafting mechanics;Gameplay
105600;1429803;digging, building, forging, and crafting mechanics;Innovation
105600;1429803;variety of rare items and weapons;Gameplay
105600;1429803;variety of rare items and weapons;Innovation
105600;1429803;boss battles;Gameplay
105600;2616787;great gameplay;Gameplay
105600;399780;adorable and charming;Other
105600;907799;fun gameplay;Gameplay
105600;907799;affordable price;Price
105600;3430789;creative gameplay;Gameplay
105600;3430789;creative gameplay;Innovation
105600;3430789;endless hours of playtime;Gameplay
105600;3430789;endless hours of playtime;Other
105600;3430789;great music and artwork;Music
105600;3430789;great music and artwork;Graphics
105600;3430789;exciting new content after update;Updates
105600;3430789;exciting new content after update;Gameplay
105600;838326;more content than Minecraft;Other
105600;838326;affordable price;Price
105600;2137916;great story;Story
105600;2137916;fantastic music;Music
105600;1683288;addictive gameplay;Gameplay
105600;2584571;more content than Minecraft;Other
105600;2584571;worth the price;Price
105600;1234707;fun gameplay;Gameplay
105600;1234707;many features and items;Other
105600;1234707;boss fights, quests, and rewards;Gameplay
105600;1234707;boss fights, quests, and rewards;Story
105600;1234707;regular massive updates;Updates
105600;771245;unique worm sounds;Music
105600;771245;unique worm sounds;Innovation
105600;771245;Tremors-like tension;Story
105600;771245;Tremors-like tension;Music
105600;1430623;epic 2D experience;Graphics
105600;1430623;epic 2D experience;Innovation
105600;4502781;improved graphics;Graphics
105600;4502781;improved graphics;Updates
105600;4502781;extensive character customization;Gameplay
105600;4502781;extensive character customization;Innovation
105600;906555;funny 2D Minecraft style;Graphics
105600;906555;funny 2D Minecraft style;Innovation
105600;906555;more activities than Minecraft;Other
105600;906555;high player capacity in multiplayer;Multiplayer
105600;906555;high player capacity in multiplayer;Optimization
105600;224572;affordable price;Price
105600;224572;unique gameplay blend;Gameplay
105600;224572;unique gameplay blend;Innovation
105600;3029327;good story;Story
105600;3029327;interesting characters;Story
105600;3029327;beautiful graphics;Graphics
105600;2010460;beautiful graphics;Graphics
